Packet_count,Satellite_Status,Error_Code,Mission_Time,Pressure1,Pressure2,Altitude1,Altitude2,Altitude_Difference,Descent_rate,Temperature,Battery_Voltage,Gps_Latitude,Gps_Longitude,Gps_Altitude,Pitch,Roll,Yaw,LNLN,Iot_Data,Team_Number
14, 0, 11011, 1/1/2000; 2:0:11, 90930.23, 90958.05, 0.72, 0.02, 0.7, -0.8, 25.55, 3.88, 0.0000000, 0.0000000, 0.00, 2.5, -0.88, 359.94, 0N0N, 0.0, 335592
15, 0, 11011, 1/1/2000; 2:0:12, 90928.22, 90957.23, 0.9, 0.1, 0.8, 0.17, 25.57, 3.92, 0.0000000, 0.0000000, 0.00, 2.5, -0.88, 359.94, 0N0N, 0.0, 335592
16, 0, 11011, 1/1/2000; 2:0:14, 90929.23, 90954.59, 0.81, 0.34, 0.47, -0.06, 25.58, 3.92, 0.0000000, 0.0000000, 0.00, 2.5, -0.88, 359.94, 0N0N, 26.42, 335592
17, 0, 11011, 1/1/2000; 2:0:16, 90931.47, 90956.65, 0.6, 0.15, 0.45, -0.1, 25.59, 3.88, 0.0000000, 0.0000000, 0.00, 2.5, -0.88, 359.94, 0N0N, 26.44, 335592
18, 0, 11011, 1/1/2000; 2:0:17, 90931.23, 90957.48, 0.63, 0.07, 0.56, 0.03, 25.55, 3.86, 0.0000000, 0.0000000, 0.00, 2.5, -0.88, 359.94, 0N0N, 26.45, 335592
19, 0, 11011, 1/1/2000; 2:0:18, 90925.45, 90954.53, 1.16, 0.35, 0.81, 0.53, 25.55, 3.92, 0.0000000, 0.0000000, 0.00, 2.5, -0.88, 359.94, 0N0N, 26.44, 335592
20, 0, 11011, 1/1/2000; 2:0:19, 90928.08, 90957.04, 0.92, 0.11, 0.81, -0.24, 25.55, 3.92, 0.0000000, 0.0000000, 0.00, 2.5, -0.88, 359.94, 0N0N, 26.48, 335592
21, 0, 11011, 1/1/2000; 2:0:20, 90929.94, 90957.38, 0.75, 0.08, 0.67, -0.17, 25.57, 3.91, 0.0000000, 0.0000000, 0.00, 2.5, -0.88, 359.94, 0N0N, 26.47, 335592
22, 0, 11011, 1/1/2000; 2:0:21, 90928.84, 90955.17, 0.85, 0.29, 0.56, 0.1, 25.57, 3.86, 0.0000000, 0.0000000, 0.00, 2.5, -0.88, 359.94, 0N0N, 26.48, 335592
23, 0, 11011, 1/1/2000; 2:0:22, 90934.1, 90955.07, 0.36, 0.3, 0.06, -0.49, 25.59, 3.91, 0.0000000, 0.0000000, 0.00, 2.5, -0.88, 359.94, 0N0N, 26.51, 335592
24, 0, 11011, 1/1/2000; 2:0:23, 90933.09, 90958.98, 0.45, -0.07, 0.52, 0.09, 25.58, 3.92, 0.0000000, 0.0000000, 0.00, 2.5, -0.88, 359.94, 0N0N, 26.54, 335592
25, 0, 11011, 1/1/2000; 2:0:24, 90930.14, 90956.38, 0.73, 0.17, 0.56, 0.28, 25.54, 3.83, 0.0000000, 0.0000000, 0.00, 2.5, -0.88, 359.94, 0N0N, 26.55, 335592
26, 0, 11011, 1/1/2000; 2:0:25, 90928.51, 90957.63, 0.88, 0.06, 0.82, 0.15, 25.48, 3.84, 0.0000000, 0.0000000, 0.00, 2.5, -0.88, 359.94, 0N0N, 26.55, 335592
27, 0, 11011, 1/1/2000; 2:0:26, 90925.79, 90959.2, 1.13, -0.09, 1.22, 0.25, 25.48, 3.84, 0.0000000, 0.0000000, 0.00, 2.5, -0.88, 359.94, 0N0N, 26.55, 335592
28, 0, 11011, 1/1/2000; 2:0:27, 90929.52, 90960.31, 0.78, -0.19, 0.97, -0.35, 25.49, 3.86, 0.0000000, 0.0000000, 0.00, 2.5, -0.88, 359.94, 0N0N, 26.62, 335592
29, 0, 11011, 1/1/2000; 2:0:28, 90938.21, 90957.86, -0.02, 0.04, 0.06, -0.8, 25.5, 3.92, 0.0000000, 0.0000000, 0.00, 2.5, -0.88, 359.94, 0N0N, 26.63, 335592
30, 0, 11011, 1/1/2000; 2:0:29, 90929.75, 90958.59, 0.76, -0.03, 0.79, 0.78, 25.5, 3.91, 0.0000000, 0.0000000, 0.00, 2.5, -0.88, 359.94, 0N0N, 26.66, 335592
31, 0, 11011, 1/1/2000; 2:0:30, 90931.76, 90956.73, 0.58, 0.14, 0.44, -0.18, 25.52, 3.88, 0.0000000, 0.0000000, 0.00, 2.5, -0.88, 359.94, 0N0N, 26.7, 335592
32, 0, 11011, 1/1/2000; 2:0:31, 90934.24, 90957.8, 0.35, 0.04, 0.31, -0.23, 25.53, 3.94, 0.0000000, 0.0000000, 0.00, 2.5, -0.88, 359.94, 0N0N, 26.7, 335592
33, 0, 11011, 1/1/2000; 2:0:32, 90929.37, 90955.97, 0.8, 0.21, 0.59, 0.45, 25.54, 3.96, 0.0000000, 0.0000000, 0.00, 2.5, -0.88, 359.94, 0N0N, 26.71, 335592
34, 0, 11011, 1/1/2000; 2:0:33, 90927.84, 90958.02, 0.94, 0.02, 0.92, 0.14, 25.55, 3.89, 0.0000000, 0.0000000, 0.00, 2.5, -0.88, 359.94, 0N0N, 26.74, 335592
35, 0, 11011, 1/1/2000; 2:0:34, 90930.08, 90953.96, 0.73, 0.4, 0.33, -0.21, 25.55, 3.94, 0.0000000, 0.0000000, 0.00, 10.5, -0.88, 359.94, 0N0N, 26.74, 335592
36, 0, 11011, 1/1/2000; 2:0:35, 90930.7, 90955.9, 0.67, 0.22, 0.45, -0.06, 25.56, 3.99, 0.0000000, 0.0000000, 0.00, 2.5, -0.88, 359.94, 0N0N, 26.77, 335592
37, 0, 11011, 1/1/2000; 2:0:36, 90929.08, 90955.54, 0.83, 0.25, 0.58, 0.16, 25.58, 3.97, 0.0000000, 0.0000000, 0.00, 2.5, -0.88, 359.94, 0N0N, 26.77, 335592
38, 0, 11011, 1/1/2000; 2:0:37, 90928.32, 90955.78, 0.9, 0.23, 0.67, 0.07, 25.59, 3.91, 0.0000000, 0.0000000, 0.00, 2.5, -0.88, 359.94, 0N0N, 26.78, 335592
39, 0, 11011, 1/1/2000; 2:0:38, 90936.96, 90955.03, 0.09, 0.3, 0.21, -0.8, 25.6, 3.89, 0.0000000, 0.0000000, 0.00, 2.5, -0.88, 359.94, 0N0N, 26.8, 335592
40, 0, 11011, 1/1/2000; 2:0:39, 90926.93, 90955.04, 1.02, 0.3, 0.72, 0.92, 25.6, 3.92, 0.0000000, 0.0000000, 0.00, 2.5, -0.88, 359.94, 0N0N, 26.77, 335592
41, 0, 11011, 1/1/2000; 2:0:40, 90929.46, 90955.66, 0.79, 0.24, 0.55, -0.23, 25.59, 3.84, 0.0000000, 0.0000000, 0.00, 2.5, -0.88, 359.94, 0N0N, 26.77, 335592
42, 0, 11011, 1/1/2000; 2:0:41, 90930.94, 90956.36, 0.65, 0.18, 0.47, -0.14, 25.62, 3.91, 0.0000000, 0.0000000, 0.00, 2.5, -0.88, 359.94, 0N0N, 26.81, 335592
43, 0, 11011, 1/1/2000; 2:0:42, 90927.55, 90955.08, 0.97, 0.29, 0.68, 0.32, 25.62, 3.91, 0.0000000, 0.0000000, 0.00, 2.5, -0.88, 359.94, 0N0N, 26.86, 335592
44, 0, 11011, 1/1/2000; 2:0:43, 90929.55, 90956.27, 0.78, 0.18, 0.6, -0.19, 25.62, 3.94, 0.0000000, 0.0000000, 0.00, 2.5, -0.88, -1688.06, 0N0N, 26.9, 335592
45, 0, 11011, 1/1/2000; 2:0:44, 90939.73, 90957.45, -0.16, 0.08, 0.24, -0.94, 25.63, 3.91, 0.0000000, 0.0000000, 0.00, 2.5, -0.88, 359.94, 0N0N, 26.93, 335592
46, 0, 11011, 19/9/2024; 11:55:42, 90930.17, 90956.55, 0.72, 0.16, 0.56, 0.88, 25.66, 3.86, 0.0000000, 0.0000000, 0.00, 2.5, -0.88, 359.94, 0N0N, 26.94, 335592
47, 0, 11011, 19/9/2024; 11:55:43, 90937.11, 90957.5, 0.08, 0.07, 0.01, -0.64, 25.64, 3.86, 0.0000000, 0.0000000, 0.00, 2.5, -0.88, 359.94, 0N0N, 26.94, 335592
48, 0, 11011, 19/9/2024; 11:55:44, 90932.42, 90956.91, 0.52, 0.13, 0.39, 0.44, 25.66, 3.89, 0.0000000, 0.0000000, 0.00, 2.5, -0.88, 359.94, 0N0N, 26.88, 335592
49, 0, 11011, 19/9/2024; 11:55:45, 90929.26, 90957.41, 0.81, 0.08, 0.73, 0.28, 25.66, 3.89, 0.0000000, 0.0000000, 0.00, 3.19, -0.25, 0.0, 0N0N, 26.85, 335592
50, 0, 11011, 19/9/2024; 11:55:46, 90932.18, 90956.7, 0.54, 0.14, 0.4, -0.27, 25.67, 3.91, 0.0000000, 0.0000000, 0.00, 14.5, 11.19, 0.44, 0N0N, 26.87, 335592
51, 0, 11011, 19/9/2024; 11:55:47, 90928.02, 90956.11, 0.92, 0.2, 0.72, 0.38, 25.68, 3.92, 0.0000000, 0.0000000, 0.00, 14.5, 11.5, 0.5, 0N0N, 26.88, 335592
52, 0, 11011, 19/9/2024; 11:55:48, 90934.42, 90956.9, 0.33, 0.13, 0.2, -0.58, 25.68, 3.92, 0.0000000, 0.0000000, 0.00, 8.88, 4.31, 0.12, 0N0N, 26.91, 335592
53, 0, 11011, 19/9/2024; 11:55:49, 90933.18, 90956.01, 0.44, 0.21, 0.23, 0.11, 25.67, 3.92, 0.0000000, 0.0000000, 0.00, 3.12, -0.62, 359.94, 0N0N, 26.91, 335592
54, 0, 11011, 19/9/2024; 11:55:50, 90938.05, 90955.93, -0.01, 0.22, 0.23, -0.45, 25.69, 3.94, 0.0000000, 0.0000000, 0.00, 2.56, -1.12, 359.94, 0N0N, 26.95, 335592
55, 0, 11011, 19/9/2024; 11:55:51, 90929.88, 90956.14, 0.75, 0.2, 0.55, 0.76, 25.68, 3.92, 0.0000000, 0.0000000, 0.00, 2.38, -1.25, 359.94, 0N0N, 26.98, 335592
56, 0, 11011, 19/9/2024; 11:55:52, 90927.64, 90956.81, 0.96, 0.13, 0.83, 0.21, 25.67, 3.80, 0.0000000, 0.0000000, 0.00, 2.31, -1.38, 359.94, 0N0N, 26.99, 335592
57, 0, 11011, 19/9/2024; 11:55:53, 90932.27, 90955.19, 0.53, 0.28, 0.25, -0.43, 25.68, 3.88, 0.0000000, 0.0000000, 0.00, 10.31, -1.38, 359.94, 0N0N, 27.03, 335592
58, 0, 11011, 19/9/2024; 11:55:54, 90929.11, 90956.38, 0.82, 0.17, 0.65, 0.29, 25.67, 3.96, 0.0000000, 0.0000000, 0.00, 2.31, -1.38, 359.94, 0N0N, 27.07, 335592
59, 0, 11011, 19/9/2024; 11:55:55, 90926.33, 90957.87, 1.08, 0.04, 1.04, 0.26, 25.69, 3.96, 0.0000000, 0.0000000, 0.00, 2.31, -1.38, 359.94, 0N0N, 27.05, 335592
60, 0, 11011, 19/9/2024; 11:55:56, 90925.56, 90955.09, 1.15, 0.29, 0.86, 0.07, 25.66, 3.97, 0.0000000, 0.0000000, 0.00, 2.31, -1.38, 359.94, 0N0N, 27.03, 335592
61, 0, 11011, 19/9/2024; 11:55:57, 90927.1, 90954.14, 1.01, 0.38, 0.63, -0.14, 25.68, 3.89, 0.0000000, 0.0000000, 0.00, 2.31, -1.38, 359.94, 0N0N, 27.04, 335592
62, 0, 11011, 19/9/2024; 11:55:58, 90931.35, 90957.95, 0.62, 0.03, 0.59, -0.39, 25.68, 3.88, 0.0000000, 0.0000000, 0.00, 2.31, -1.38, 359.94, 0N0N, 27.02, 335592
63, 0, 11011, 19/9/2024; 11:55:59, 90932.88, 90956.01, 0.47, 0.21, 0.26, -0.15, 25.69, 3.80, 0.0000000, 0.0000000, 0.00, 2.31, -1.38, 359.94, 0N0N, 27.02, 335592
64, 0, 11011, 19/9/2024; 11:56:0, 90931.2, 90955.43, 0.63, 0.26, 0.37, 0.16, 25.69, 3.97, 0.0000000, 0.0000000, 0.00, 2.31, -1.38, 359.94, 0N0N, 27.02, 335592
65, 0, 11011, 19/9/2024; 11:56:1, 90935.98, 90955.97, 0.19, 0.21, 0.02, -0.44, 25.7, 3.91, 0.0000000, 0.0000000, 0.00, 2.31, -1.38, 359.94, 0N0N, 26.99, 335592
66, 0, 11011, 19/9/2024; 11:56:2, 90928.03, 90955.86, 0.92, 0.22, 0.7, 0.73, 25.72, 3.92, 0.0000000, 0.0000000, 0.00, 2.31, -1.38, 359.94, 0N0N, 26.98, 335592
67, 0, 11011, 19/9/2024; 11:56:3, 90929.04, 90954.7, 0.83, 0.33, 0.5, -0.09, 25.73, 3.89, 0.0000000, 0.0000000, 0.00, 2.31, -1.38, 359.94, 0N0N, 26.95, 335592
68, 0, 11011, 19/9/2024; 11:56:4, 90935.44, 90955.5, 0.24, 0.26, 0.02, -0.59, 25.73, 3.96, 0.0000000, 0.0000000, 0.00, 2.25, -1.44, 359.94, 0N0N, 26.89, 335592
69, 0, 11011, 19/9/2024; 11:56:5, 90930.27, 90955.04, 0.71, 0.3, 0.41, 0.47, 25.75, 3.94, 0.0000000, 0.0000000, 0.00, 2.19, -1.44, 359.94, 0N0N, 26.84, 335592
70, 0, 11011, 19/9/2024; 11:56:6, 90918.93, 90953.56, 1.77, 0.44, 1.33, 1.06, 25.75, 3.94, 0.0000000, 0.0000000, 0.00, 1.81, -1.5, 359.94, 0N0N, 26.83, 335592
71, 0, 11011, 19/9/2024; 11:56:7, 90927.88, 90955.03, 0.94, 0.3, 0.64, -0.83, 25.76, 3.94, 0.0000000, 0.0000000, 0.00, -2.94, -2.38, 359.88, 0N0N, 26.85, 335592
72, 0, 11011, 19/9/2024; 11:56:8, 90924.72, 90952.2, 1.23, 0.56, 0.67, 0.29, 25.77, 3.91, 0.0000000, 0.0000000, 0.00, -0.94, -4.69, 359.94, 0N0N, 26.87, 335592
73, 0, 11011, 19/9/2024; 11:56:9, 90929.27, 90952.3, 0.81, 0.55, 0.26, -0.42, 25.79, 3.88, 0.0000000, 0.0000000, 0.00, -0.25, -5.0, 0.0, 0N0N, 26.9, 335592
74, 0, 11011, 19/9/2024; 11:56:10, 90928.88, 90955.42, 0.84, 0.26, 0.58, 0.03, 25.77, 3.91, 0.0000000, 0.0000000, 0.00, -0.31, -5.12, 0.0, 0N0N, 26.91, 335592
75, 0, 11011, 19/9/2024; 11:56:11, 90929.5, 90956.02, 0.79, 0.21, 0.58, -0.05, 25.79, 3.89, 0.0000000, 0.0000000, 0.00, 2.38, -1.38, 0.06, 0N0N, 26.92, 335592
76, 0, 11011, 19/9/2024; 11:56:12, 90920.24, 90955.82, 1.64, 0.23, 1.41, 0.85, 25.8, 3.89, 0.0000000, 0.0000000, 0.00, 2.19, -1.62, 0.06, 0N0N, 26.95, 335592
77, 0, 11011, 19/9/2024; 11:56:13, 90927.11, 90956.05, 1.01, 0.2, 0.81, -0.63, 25.71, 3.86, 0.0000000, 0.0000000, 0.00, 2.25, -2.75, 0.06, 0N0N, 26.99, 335592
78, 0, 11011, 19/9/2024; 11:56:14, 90937.52, 90953.78, 0.04, 0.42, 0.38, -0.96, 25.7, 3.94, 0.0000000, 0.0000000, 0.00, 2.62, -2.88, 0.06, 0N0N, 26.99, 335592
79, 0, 11011, 19/9/2024; 11:56:15, 90932.58, 90957.91, 0.5, 0.03, 0.47, 0.46, 25.7, 3.89, 0.0000000, 0.0000000, 0.00, 2.69, -2.94, 0.06, 0N0N, 27.03, 335592
80, 0, 11011, 19/9/2024; 11:56:16, 90954.79, 90958.2, -1.56, 0.01, 1.57, -2.05, 25.68, 3.84, 0.0000000, 0.0000000, 0.00, 2.69, -2.94, 0.06, 0N0N, 27.05, 335592
81, 0, 11011, 19/9/2024; 11:56:17, 90948.78, 90957.81, -1.0, 0.04, 1.04, 0.56, 25.68, 3.92, 0.0000000, 0.0000000, 0.00, 4.06, -3.88, 0.06, 0N0N, 27.1, 335592
82, 0, 11011, 19/9/2024; 11:56:18, 90952.79, 90957.84, -1.37, 0.04, 1.41, -0.37, 25.67, 3.92, 0.0000000, 0.0000000, 0.00, 4.25, -5.5, 0.0, 0N0N, 27.12, 335592
83, 0, 11011, 19/9/2024; 11:56:19, 90956.96, 90956.87, -1.76, 0.13, 1.89, -0.39, 25.66, 3.92, 0.0000000, 0.0000000, 0.00, 4.25, -8.19, 359.94, 0N0N, 27.14, 335592
84, 0, 11011, 19/9/2024; 11:56:21, 90948.16, 90957.13, -0.94, 0.1, 1.04, 0.41, 25.66, 3.86, 0.0000000, 0.0000000, 0.00, 1.56, -7.62, 359.75, 0N0N, 27.2, 335592
85, 0, 11011, 19/9/2024; 11:56:23, 90944.15, 90960.35, -0.57, -0.19, 0.38, 0.18, 25.66, 3.83, 0.0000000, 0.0000000, 0.00, 1.19, -6.5, 359.75, 0N0N, 27.23, 335592
86, 0, 11011, 19/9/2024; 11:56:24, 90941.06, 90957.17, -0.29, 0.1, 0.39, 0.33, 25.68, 3.89, 0.0000000, 0.0000000, 0.00, 1.25, -6.38, 359.75, 0N0N, 27.24, 335592
87, 0, 11011, 19/9/2024; 11:56:25, 90943.06, 90957.23, -0.47, 0.1, 0.57, -0.18, 25.67, 4.04, 0.0000000, 0.0000000, 0.00, 1.25, -6.31, 359.75, 0N0N, 27.24, 335592
88, 0, 11011, 19/9/2024; 11:56:26, 90941.29, 90953.28, -0.31, 0.46, 0.77, 0.16, 25.67, 3.75, 0.0000000, 0.0000000, 0.00, 1.25, -6.31, 359.75, 0N0N, 27.23, 335592
89, 0, 11011, 19/9/2024; 11:56:27, 90938.44, 90955.51, -0.04, 0.25, 0.29, 0.27, 25.66, 3.89, 0.0000000, 0.0000000, 0.00, 1.25, -6.31, 359.75, 0N0N, 27.23, 335592
90, 0, 11011, 19/9/2024; 11:56:28, 90939.9, 90956.59, -0.18, 0.15, 0.33, -0.14, 25.67, 3.92, 0.0000000, 0.0000000, 0.00, 1.25, -6.31, 359.75, 0N0N, 27.2, 335592
91, 0, 11011, 19/9/2024; 11:56:29, 90938.51, 90953.04, -0.05, 0.48, 0.53, 0.13, 25.67, 3.83, 0.0000000, 0.0000000, 0.00, 1.25, -6.31, 359.75, 0N0N, 27.2, 335592
92, 0, 11011, 19/9/2024; 11:56:30, 90938.74, 90953.73, -0.07, 0.42, 0.49, -0.02, 25.67, 3.89, 0.0000000, 0.0000000, 0.00, 0.38, -6.25, 359.69, 0N0N, 27.2, 335592
93, 0, 11011, 19/9/2024; 11:56:31, 90943.75, 90954.56, -0.53, 0.34, 0.87, -0.46, 25.7, 3.92, 0.0000000, 0.0000000, 0.00, -0.75, -6.62, 359.62, 0N0N, 27.22, 335592
94, 0, 11011, 19/9/2024; 11:56:32, 90939.64, 90954.85, -0.15, 0.32, 0.47, 0.38, 25.73, 3.89, 0.0000000, 0.0000000, 0.00, -0.25, -5.75, 359.62, 0N0N, 27.23, 335592
95, 0, 11011, 19/9/2024; 11:56:33, 90936.25, 90954.09, 0.16, 0.39, 0.23, 0.31, 25.77, 3.76, 0.0000000, 0.0000000, 0.00, -0.25, -5.88, 359.62, 0N0N, 27.2, 335592
96, 0, 11011, 19/9/2024; 11:56:34, 90944.43, 90954.71, -0.6, 0.33, 0.93, -0.76, 25.77, 3.91, 0.0000000, 0.0000000, 0.00, -1.25, -6.38, 359.62, 0N0N, 27.22, 335592
97, 0, 11011, 19/9/2024; 11:56:35, 90934.53, 90951.77, 0.32, 0.6, 0.28, 0.92, 25.79, 3.81, 0.0000000, 0.0000000, 0.00, -1.69, -6.69, 359.56, 0N0N, 27.22, 335592
98, 0, 11011, 19/9/2024; 11:56:36, 90937.76, 90955.34, 0.02, 0.27, 0.25, -0.3, 25.82, 3.91, 0.0000000, 0.0000000, 0.00, -3.94, -9.25, 359.5, 0N0N, 27.21, 335592
99, 0, 11011, 19/9/2024; 11:56:37, 90946.22, 90953.34, -0.76, 0.46, 1.22, -0.78, 25.84, 3.91, 0.0000000, 0.0000000, 0.00, -1.94, -9.94, 359.69, 0N0N, 27.18, 335592
100, 0, 11011, 19/9/2024; 11:56:38, 90933.47, 90952.83, 0.42, 0.5, 0.08, 1.18, 25.88, 3.91, 0.0000000, 0.0000000, 0.00, -1.25, -11.56, 359.75, 0N0N, 27.21, 335592
101, 0, 11011, 19/9/2024; 11:56:39, 90934.59, 90952.91, 0.31, 0.5, 0.19, -0.11, 25.9, 3.86, 0.0000000, 0.0000000, 0.00, -1.31, -10.19, 359.75, 0N0N, 27.2, 335592
102, 0, 11011, 19/9/2024; 11:56:40, 90933.64, 90954.86, 0.4, 0.32, 0.08, 0.09, 25.92, 3.94, 0.0000000, 0.0000000, 0.00, -1.19, -9.75, 359.75, 0N0N, 27.18, 335592
103, 1, 11011, 19/9/2024; 11:56:41, 88576.4, 90953.56, 221.29, 0.44, 220.85, 219.45, 26.04, 3.91, 0.0000000, 0.0000000, 0.00, 1.5, -8.88, 0.0, 0N0N, 27.14, 335592
104, 1, 11011, 19/9/2024; 11:56:42, 82476.46, 90952.83, 815.81, 0.5, 815.31, 593.52, 26.09, 3.92, 0.0000000, 0.0000000, 0.00, 1.19, -8.62, 359.94, 0N0N, 27.09, 335592
105, 1, 11011, 19/9/2024; 11:56:43, 90910.54, 90952.7, 2.54, 0.52, 2.02, -810.85, 26.09, 3.91, 0.0000000, 0.0000000, 0.00, -3.25, -10.5, 359.62, 0N0N, 27.09, 335592
106, 1, 11011, 19/9/2024; 11:56:44, 90916.93, 90955.08, 1.95, 0.29, 1.66, -0.59, 26.11, 3.92, 0.0000000, 0.0000000, 0.00, -3.69, -11.38, 359.62, 0N0N, 27.07, 335592
107, 1, 11011, 19/9/2024; 11:56:45, 90908.53, 90952.13, 2.73, 0.57, 2.16, 0.78, 26.12, 3.92, 0.0000000, 0.0000000, 0.00, -3.44, -12.94, 359.69, 0N0N, 27.05, 335592
108, 1, 11011, 19/9/2024; 11:56:46, 90904.58, 90955.85, 3.1, 0.22, 2.88, 0.37, 26.12, 3.94, 0.0000000, 0.0000000, 0.00, -3.62, -14.06, 359.69, 0N0N, 27.03, 335592
109, 1, 11011, 19/9/2024; 11:56:47, 90939.31, 90956.94, -0.12, 0.12, 0.24, -3.22, 26.15, 3.92, 0.0000000, 0.0000000, 0.00, -4.69, -12.94, 359.56, 0N0N, 27.08, 335592
110, 1, 11011, 19/9/2024; 11:56:48, 90960.6, 90955.53, -2.1, 0.25, 2.35, -1.97, 26.2, 3.89, 0.0000000, 0.0000000, 0.00, -4.62, -11.19, 359.5, 0N0N, 27.1, 335592
111, 1, 11011, 19/9/2024; 11:56:49, 90933.56, 90955.13, 0.41, 0.29, 0.12, 2.51, 26.2, 3.94, 0.0000000, 0.0000000, 0.00, 0.31, -10.81, 359.94, 0N0N, 27.15, 335592
112, 1, 11011, 19/9/2024; 11:56:50, 90934.83, 90955.77, 0.29, 0.23, 0.06, -0.12, 26.23, 3.94, 0.0000000, 0.0000000, 0.00, -0.75, -4.38, 359.75, 0N0N, 27.2, 335592
113, 1, 11011, 19/9/2024; 11:56:51, 90936.18, 90955.46, 0.17, 0.26, 0.09, -0.12, 26.24, 3.92, 0.0000000, 0.0000000, 0.00, 13.31, 0.56, 0.25, 0N0N, 27.22, 335592
114, 1, 11011, 19/9/2024; 11:56:52, 90934.39, 90952.09, 0.33, 0.57, 0.24, 0.16, 26.27, 3.91, 0.0000000, 0.0000000, 0.00, 13.94, 2.0, 0.44, 0N0N, 27.24, 335592
115, 1, 11011, 19/9/2024; 11:56:53, 90931.61, 90952.43, 0.59, 0.54, 0.05, 0.26, 26.3, 3.96, 0.0000000, 0.0000000, 0.00, 13.38, 1.81, 0.38, 0N0N, 27.27, 335592
116, 1, 11011, 19/9/2024; 11:56:54, 90929.82, 90952.48, 0.76, 0.54, 0.22, 0.17, 26.3, 3.91, 0.0000000, 0.0000000, 0.00, 13.25, 1.69, 0.38, 0N0N, 27.29, 335592
117, 1, 11011, 19/9/2024; 11:56:55, 90981.8, 90952.45, -4.06, 0.54, 4.6, -4.81, 26.33, 3.89, 0.0000000, 0.0000000, 0.00, 12.62, 2.12, 0.44, 0N0N, 27.27, 335592
118, 1, 11011, 19/9/2024; 11:56:56, 90935.18, 90952.27, 0.26, 0.56, 0.3, 4.32, 26.34, 3.96, 0.0000000, 0.0000000, 0.00, 2.38, 2.38, 0.69, 0N0N, 27.22, 335592
119, 1, 11011, 19/9/2024; 11:56:57, 90957.28, 90953.88, -1.79, 0.41, 2.2, -2.05, 26.37, 3.89, 0.0000000, 0.0000000, 0.00, 1.5, 0.62, 0.69, 0N0N, 27.25, 335592
120, 1, 11011, 19/9/2024; 11:56:58, 90958.67, 90951.74, -1.92, 0.6, 2.52, -0.13, 26.38, 3.97, 0.0000000, 0.0000000, 0.00, 1.56, 2.88, 0.75, 0N0N, 27.27, 335592
121, 1, 11011, 19/9/2024; 11:56:59, 90943.3, 90952.99, -0.49, 0.49, 0.98, 1.43, 26.42, 3.96, 0.0000000, 0.0000000, 0.00, 1.19, -5.0, 0.69, 0N0N, 27.26, 335592
122, 1, 11011, 19/9/2024; 11:57:0, 90937.12, 90952.77, 0.08, 0.51, 0.43, 0.57, 26.43, 3.92, 0.0000000, 0.0000000, 0.00, 1.88, -7.31, 0.69, 0N0N, 27.26, 335592
123, 1, 11011, 19/9/2024; 11:57:1, 90943.52, 90951.59, -0.51, 0.62, 1.13, -0.59, 26.44, 3.94, 0.0000000, 0.0000000, 0.00, 2.12, -8.31, 0.69, 0N0N, 27.3, 335592
124, 1, 11011, 19/9/2024; 11:57:2, 90943.73, 90950.44, -0.53, 0.72, 1.25, -0.02, 26.48, 3.89, 0.0000000, 0.0000000, 0.00, 2.31, -8.38, 0.69, 0N0N, 27.31, 335592
125, 1, 11011, 19/9/2024; 11:57:3, 90946.73, 90949.41, -0.81, 0.82, 1.63, -0.28, 26.5, 3.96, 0.0000000, 0.0000000, 0.00, 3.25, -8.5, 0.75, 0N0N, 27.33, 335592
126, 1, 11011, 19/9/2024; 11:57:4, 90952.74, 90949.88, -1.37, 0.78, 2.15, -0.56, 26.52, 3.94, 0.0000000, 0.0000000, 0.00, 3.06, -7.06, 0.81, 0N0N, 27.34, 335592
127, 1, 11011, 19/9/2024; 11:57:5, 89660.65, 90949.77, 119.1, 0.79, 118.31, 117.04, 26.57, 3.88, 0.0000000, 0.0000000, 0.00, 1.81, -4.44, 0.81, 0N0N, 27.36, 335592
128, 1, 11011, 19/9/2024; 11:57:6, 90925.78, 90950.7, 1.13, 0.7, 0.43, -120.65, 26.56, 3.94, 0.0000000, 0.0000000, 0.00, 1.81, -4.44, 0.81, 0N0N, 27.37, 335592
129, 1, 11011, 19/9/2024; 11:57:7, 90925.23, 90954.53, 1.18, 0.35, 0.83, 0.05, 26.55, 3.94, 0.0000000, 0.0000000, 0.00, 1.81, -4.44, 0.81, 0N0N, 27.4, 335592
130, 1, 11011, 19/9/2024; 11:57:8, 90918.62, 90959.79, 1.8, -0.14, 1.94, 0.62, 26.55, 3.84, 0.0000000, 0.0000000, 0.00, 1.81, -4.44, 0.81, 0N0N, 27.41, 335592
131, 1, 11011, 19/9/2024; 11:57:9, 90923.62, 90956.2, 1.33, 0.19, 1.14, -0.47, 26.52, 3.92, 0.0000000, 0.0000000, 0.00, 1.81, -4.44, 0.81, 0N0N, 27.41, 335592
132, 1, 11011, 19/9/2024; 11:57:10, 90923.83, 90956.24, 1.31, 0.19, 1.12, -0.02, 26.54, 3.89, 0.0000000, 0.0000000, 0.00, 1.81, -4.44, 0.81, 0N0N, 27.43, 335592
133, 1, 11011, 19/9/2024; 11:57:11, 90921.83, 90958.15, 1.5, 0.01, 1.49, 0.19, 26.53, 3.97, 0.0000000, 0.0000000, 0.00, 1.81, -4.44, 0.81, 0N0N, 27.44, 335592
